team_id,selecao,player_id,jogador,posicao,numero,altura,pe_preferido
4819,Argentina,822933,Gonzalo Montiel,D,29,175.0,Right
4819,Argentina,928236,Leonardo Balerdi,D,5,188.0,Right
4819,Argentina,859999,Lisandro Martínez,D,6,175.0,Left
4819,Argentina,831799,Nahuel Molina,D,16,175.0,Right
4819,Argentina,74915,Nicolás Otamendi,D,30,183.0,Right
4819,Argentina,158243,Nicolás Tagliafico,D,3,172.0,Left
4819,Argentina,895324,Alexis Mac Allister,M,10,176.0,Right
4819,Argentina,974505,Enzo Fernández,M,8,177.0,Right
4819,Argentina,822600,Exequiel Palacios,M,25,177.0,Right
4819,Argentina,798835,Giovani Lo Celso,M,20,177.0,Left
4819,Argentina,1099352,Giuliano Simeone,M,20,173.0,Right
4819,Argentina,255389,Leandro Paredes,M,5,180.0,Right
4819,Argentina,1171451,Nico Paz,M,10,185.0,Left
4819,Argentina,901325,Nicolás González,M,23,180.0,Left
4819,Argentina,249399,Rodrigo De Paul,M,7,180.0,Right
4819,Argentina,944660,Thiago Almada,M,11,171.0,Right
4819,Argentina,1127057,Valentín Barco,M,32,172.0,Left
4819,Argentina,1094179,José Manuel López,F,42,188.0,Left
4819,Argentina,944656,Julián Alvarez,F,19,170.0,Right
4819,Argentina,823984,Lautaro Martínez,F,10,175.0,Right
4819,Argentina,12994,Lionel Messi,F,10,169.0,Left
4741,Australia,134029,Mathew Ryan,G,13,184.0,Right
4741,Australia,1177240,Patrick Beach,G,1,190.0,Right
4741,Australia,155925,Paul Izzo,G,1,183.0,Right
4741,Australia,1155423,Alessandro Circati,D,39,190.0,Right
4741,Australia,576220,Aziz Behich,D,16,170.0,Left
4741,Australia,358084,Cameron Burgess,D,15,194.0,Left
4741,Australia,808680,Harry Souttar,D,15,198.0,Right
4741,Australia,303258,Jason Geria,D,2,183.0,Right
4741,Australia,1144138,Jordan Bos,D,15,180.0,Left
4741,Australia,1646783,Lucas Herrington,D,22,186.0,Right
4741,Australia,155961,Miloš Degenek,D,5,187.0,Right
4741,Australia,847938,Aiden O'Neill,M,21,178.0,Right
4741,Australia,788284,Ajdin Hrustić,M,8,183.0,Left
4741,Australia,307082,Awer Mabil,M,7,179.0,Both
4741,Australia,944054,Cameron Devlin,M,14,170.0,Right
4741,Australia,888854,Connor Metcalfe,M,24,178.0,Left
4741,Australia,1155625,Cristian Volpato,M,7,187.0,Left
4741,Australia,181581,Jackson Irvine,M,7,190.0,Right
4741,Australia,907217,Jacob Italiano,M,23,177.0,Both
4741,Australia,991364,Kai Trewin,M,5,178.0,Right
4741,Australia,122570,Mathew Leckie,M,7,181.0,Both
4741,Australia,1118467,Nishan Velupillay,M,17,181.0,Right
4741,Australia,1411105,Paul Okon-Engstler,M,24,186.0,Left
4741,Australia,1019061,Mohamed Touré,F,37,186.0,Right
4741,Australia,1144687,Nestory Irankunda,F,66,178.0,Right
4741,Australia,1096517,Tete Yengi,F,99,196.0,Right
4718,Austria,282073,Alexander Schlager,G,1,184.0,Right
4718,Austria,869476,Florian Wiegele,G,44,204.0,Left
4718,Austria,788319,Patrick Pentz,G,1,182.0,Left
4718,Austria,988672,David Affengruber,D,22,185.0,Right
4718,Austria,66492,David Alaba,D,4,180.0,Left
4718,Austria,794953,Kevin Danso,D,4,190.0,Right
4718,Austria,355492,Konrad Laimer,D,27,180.0,Right
4718,Austria,825771,Marco Friedl,D,32,187.0,Left
4718,Austria,888340,Michael Svoboda,D,30,195.0,Right
4718,Austria,576266,Philipp Lienhart,D,3,189.0,Right
4718,Austria,355486,Stefan Posch,D,4,188.0,Right
4718,Austria,147776,Alessandro Schöpf,M,18,178.0,Both
4718,Austria,978062,Alexander Prass,M,22,180.0,Left
4718,Austria,994556,Carney Chukwuemeka,M,17,185.0,Right
4718,Austria,825956,Christoph Baumgartner,M,14,180.0,Right
4718,Austria,186719,Florian Grillitsch,M,27,187.0,Right
4718,Austria,133908,Marcel Sabitzer,M,20,177.0,Right
4718,Austria,976575,Nicolas Seiwald,M,13,179.0,Right
4718,Austria,987504,Patrick Wimmer,M,39,182.0,Right
4718,Austria,1146018,Paul Wanner,M,10,186.0,Left
4718,Austria,138126,Phillipp Mwene,M,2,170.0,Right
4718,Austria,830127,Romano Schmid,M,20,168.0,Right
4718,Austria,791079,Xaver Schlager,M,24,174.0,Left
4718,Austria,21927,Marko Arnautović,F,89,192.0,Both
4718,Austria,111483,Michael Gregoritsch,F,38,193.0,Left
4718,Austria,870038,Saša Kalajdžić,F,10,200.0,Right
4717,Belgium,1149148,Mike Penders,G,39,199.0,Left
4717,Belgium,964753,Senne Lammens,G,31,193.0,Right
4717,Belgium,70988,Thibaut Courtois,G,1,200.0,Left
4717,Belgium,965778,Arthur Theate,D,3,186.0,Left
4717,Belgium,248331,Brandon Mechele,D,44,188.0,Both
4717,Belgium,1395881,Joaquin Seys,D,65,178.0,Left
4717,Belgium,1001828,Koni De Winter,D,5,191.0,Right
4717,Belgium,997152,Maxim De Cuyper,D,29,183.0,Left
4717,Belgium,1119487,Nathan Ngoy,D,3,183.0,Right
4717,Belgium,128587,Thomas Meunier,D,12,190.0,Right
4717,Belgium,329417,Timothy Castagne,D,21,185.0,Right
4717,Belgium,1126512,Zeno Debast,D,6,191.0,Right
4717,Belgium,901891,Alexis Saelemaekers,M,56,180.0,Right
4717,Belgium,923973,Amadou Onana,M,24,195.0,Both
4717,Belgium,35612,Axel Witsel,M,20,186.0,Right
4717,Belgium,1142233,Diego Moreira,M,7,179.0,Left
4717,Belgium,823631,Dodi Lukebakio,M,11,187.0,Left
4717,Belgium,118085,Hans Vanaken,M,20,194.0,Both
4717,Belgium,934386,Jérémy Doku,M,11,173.0,Right
4717,Belgium,70996,Kevin De Bruyne,M,11,181.0,Right
4717,Belgium,889378,Nicolas Raskin,M,43,179.0,Right
4717,Belgium,331737,Youri Tielemans,M,8,177.0,Right
4717,Belgium,960441,Charles De Ketelaere,F,17,192.0,Left
4717,Belgium,135666,Leandro Trossard,F,19,172.0,Right
4717,Belgium,1149144,Matías Fernández-Pardo,F,7,183.0,Right
4717,Belgium,78893,Romelu Lukaku,F,9,191.0,Left
4479,Bosnia & Herzegovina,885719,Martin Zlomislić,G,13,190.0,Right
4479,Bosnia & Herzegovina,1587186,Mladen Jurkas,G,72,193.0,Right
4479,Bosnia & Herzegovina,325061,Nikola Vasilj,G,22,194.0,Right
4479,Bosnia & Herzegovina,1102791,Amar Dedić,D,17,180.0,Both
4479,Bosnia & Herzegovina,802830,Dennis Hadžikadunić,D,17,190.0,Right
4479,Bosnia & Herzegovina,1399503,Nidal Čelik,D,4,192.0,Right
4479,Bosnia & Herzegovina,858004,Nihad Mujakić,D,5,189.0,Left
4479,Bosnia & Herzegovina,831488,Nikola Katić,D,25,194.0,Right
4479,Bosnia & Herzegovina,142148,Sead Kolašinac,D,23,183.0,Left
4479,Bosnia & Herzegovina,843746,Stjepan Radeljić,D,6,201.0,Left
4479,Bosnia & Herzegovina,1118177,Tarik Muharemović,D,80,193.0,Left
4479,Bosnia & Herzegovina,1129610,Amar Memić,M,99,176.0,Right
4479,Bosnia & Herzegovina,795421,Amir Hadžiahmetović,M,20,179.0,Right
4479,Bosnia & Herzegovina,988893,Armin Gigović,M,37,187.0,Right
4479,Bosnia & Herzegovina,1102659,Benjamin Tahirović,M,8,191.0,Right
4479,Bosnia & Herzegovina,844447,Dženis Burnić,M,7,185.0,Left
4479,Bosnia & Herzegovina,1149353,Ermin Mahmic,M,20,182.0,Right
4479,Bosnia & Herzegovina,1049701,Ivan Bašić,M,8,178.0,Left
4479,Bosnia & Herzegovina,283833,Ivan Šunjić,M,26,185.0,Right
4479,Bosnia & Herzegovina,1425366,Kerim Alajbegović,M,27,185.0,Both
4479,Bosnia & Herzegovina,14990,Edin Džeko,F,10,193.0,Both
4479,Bosnia & Herzegovina,878081,Ermedin Demirović,F,9,184.0,Right
4479,Bosnia & Herzegovina,1136110,Esmir Bajraktarević,F,19,175.0,Left
4479,Bosnia & Herzegovina,259803,Haris Tabaković,F,15,196.0,Right
4479,Bosnia & Herzegovina,927797,Jovo Lukić,F,17,190.0,Left
4479,Bosnia & Herzegovina,1100965,Samed Baždar,F,14,188.0,Right
4748,Brazil,243609,Alisson,G,1,193.0,Right
4748,Brazil,254491,Ederson,G,31,188.0,Left
4748,Brazil,243529,Weverton,G,1,189.0,Right
4748,Brazil,84854,Alex Sandro,D,26,181.0,Left
4748,Brazil,885197,Bremer,D,3,188.0,Right
4748,Brazil,124992,Danilo,D,13,184.0,Right
4748,Brazil,243583,Douglas Santos,D,3,174.0,Left
4748,Brazil,869792,Gabriel Magalhães,D,6,190.0,Left
4748,Brazil,358548,Léo Pereira,D,4,189.0,Left
4748,Brazil,155995,Marquinhos,D,5,183.0,Right
4748,Brazil,888949,Roger Ibañez,D,3,185.0,Right
4748,Brazil,866469,Bruno Guimarães,M,39,182.0,Right
4748,Brazil,122951,Casemiro,M,18,185.0,Right
4748,Brazil,1064039,Danilo Oliveira,M,8,177.0,Left
4748,Brazil,243585,Fabinho,M,8,187.0,Right
4748,Brazil,839981,Lucas Paquetá,M,20,180.0,Left
4748,Brazil,1035995,Luiz Henrique,M,11,182.0,Left
4748,Brazil,831005,Raphinha,M,11,176.0,Left
4748,Brazil,1464966,Rayan,M,37,185.0,Left
4748,Brazil,1134200,Wesley,M,43,178.0,Right
4748,Brazil,1174937,Endrick,F,9,173.0,Left
4748,Brazil,922573,Gabriel Martinelli,F,11,180.0,Right
4748,Brazil,1016907,Igor Thiago,F,9,191.0,Right
4748,Brazil,886363,Matheus Cunha,F,10,184.0,Right
4748,Brazil,124712,Neymar,F,10,175.0,Right
4748,Brazil,868812,Vinícius Júnior,F,7,176.0,Right
4753,Cabo Verde,906020,CJ Dos Santos,G,1,191.0,Right
4753,Cabo Verde,892133,Márcio Rosa,G,1,186.0,Right
4753,Cabo Verde,307436,Vozinha,G,1,194.0,Right
4753,Cabo Verde,784677,Diney Borges,D,23,185.0,Right
4753,Cabo Verde,1048591,Kelvin Pires,D,4,193.0,Right
4753,Cabo Verde,911853,Logan Costa,D,2,188.0,Right
4753,Cabo Verde,147138,Pico,D,4,186.0,Right
4753,Cabo Verde,1117723,Sidny Lopes Cabral,D,15,176.0,Both
4753,Cabo Verde,287833,Steven Moreira,D,31,180.0,Right
4753,Cabo Verde,59609,Stopira,D,2,180.0,Left
4753,Cabo Verde,1513625,Wagner Pina,D,20,180.0,Right
4753,Cabo Verde,921089,Deroy Duarte,M,23,177.0,Right
4753,Cabo Verde,787429,Garry Rodrigues,M,10,173.0,Right
4753,Cabo Verde,1094395,Hélio Varela,M,29,176.0,Right
4753,Cabo Verde,815080,Jamiro Monteiro,M,35,175.0,Both
4753,Cabo Verde,1001675,João Paulo,M,18,176.0,Left
4753,Cabo Verde,906838,Kevin Lenini,M,6,181.0,Both
4753,Cabo Verde,798177,Laros Duarte,M,6,180.0,Right
4753,Cabo Verde,52797,Ryan Mendes,M,20,175.0,Right
4753,Cabo Verde,1035280,Telmo Arcanjo,M,18,180.0,Left
4753,Cabo Verde,889052,Willy Semedo,M,7,185.0,Right
4753,Cabo Verde,818064,Yannick Semedo,M,20,171.0,Right
4753,Cabo Verde,1111215,Benchimol,F,11,175.0,Both
4753,Cabo Verde,1155358,Dailon Rocha Livramento,F,10,185.0,Right
4753,Cabo Verde,845802,Jovane Cabral,F,11,176.0,Right
4753,Cabo Verde,209374,Nuno Da Costa,F,10,184.0,Right
4752,Canada,973286,Dayne St. Clair,G,97,190.0,Left
4752,Canada,155736,Maxime Crépeau,G,71,185.0,Right
4752,Canada,1087790,Owen Goodman,G,1,193.0,Right
4752,Canada,845426,Alfie Jones,D,5,191.0,Right
4752,Canada,984419,Alistair Johnston,D,2,180.0,Right
4752,Canada,843665,Alphonso Davies,D,19,185.0,Left
4752,Canada,801411,Derek Cornelius,D,13,188.0,Left
4752,Canada,1020472,Joel Waterman,D,16,188.0,Right
4752,Canada,1413129,Luc De Fougerolles,D,44,183.0,Right
4752,Canada,1469180,Moise Bombito,D,64,190.0,Right
4752,Canada,1411145,Niko Sigur,D,8,180.0,Right
4752,Canada,829207,Richie Laryea,D,22,175.0,Right
4752,Canada,1464637,Ali Ahmed,M,21,180.0,Right
4752,Canada,1134351,Ismael Koné,M,90,188.0,Right
4752,Canada,976313,Jacob Shaffelburg,M,18,178.0,Left
4752,Canada,273031,Jonathan Osorio,M,21,175.0,Both
4752,Canada,902083,Liam Millar,M,7,181.0,Right
4752,Canada,937255,Mathieu Choinière,M,66,175.0,Right
4752,Canada,1093229,Nathan-Dylan Saliba,M,13,173.0,Both
4752,Canada,886223,Stephen Eustaquio,M,46,178.0,Right
4752,Canada,973290,Tajon Buchanan,M,17,183.0,Right
4752,Canada,790179,Cyle Larin,F,9,187.0,Right
4752,Canada,935564,Jonathan David,F,30,180.0,Both
4752,Canada,1119328,Promise David,F,12,196.0,Both
4752,Canada,1172477,Tani Oluwaseyi,F,21,188.0,Left
4820,Colombia,125787,Camilo Vargas,G,12,185.0,Left
4820,Colombia,33596,David Ospina,G,1,183.0,Right
4820,Colombia,926238,Álvaro Montero,G,12,200.0,Right
4820,Colombia,566102,Davinson Sánchez,D,6,187.0,Right
4820,Colombia,822110,Deiver Machado,D,27,179.0,Left
4820,Colombia,818481,Jhon Lucumí,D,26,185.0,Left
4820,Colombia,344847,Johan Mojica,D,22,185.0,Left
4820,Colombia,158583,Santiago Arias,D,4,177.0,Right
4820,Colombia,931705,Willer Ditta,D,4,180.0,Right
4820,Colombia,360396,Yerry Mina,D,26,195.0,Right
4820,Colombia,1160386,Andrés Gómez,M,11,172.0,Right
4820,Colombia,870360,Daniel Muñoz,M,2,183.0,Right
4820,Colombia,1174889,Gustavo Puerta,M,19,171.0,Right
4820,Colombia,107414,James Rodríguez,M,10,180.0,Left
4820,Colombia,877299,Jaminton Campaz,M,8,168.0,Left
4820,Colombia,355796,Jefferson Lerma,M,8,179.0,Right
4820,Colombia,844096,Jhon Arias,M,11,170.0,Right
4820,Colombia,590392,Jorge Carrascal,M,15,179.0,Right
4820,Colombia,221162,Juan Fernando Quintero,M,10,168.0,Left
4820,Colombia,980580,Juan Portilla,M,27,183.0,Right
4820,Colombia,1066915,Kevin Castaño,M,22,177.0,Right
4820,Colombia,883537,Luis Díaz,M,14,178.0,Right
4820,Colombia,1015292,Richard Ríos,M,20,185.0,Right
4820,Colombia,887055,Cucho Hernández,F,19,175.0,Right
4820,Colombia,281253,Jhon Córdoba,F,9,188.0,Right
4820,Colombia,914213,Luis Javier Suárez,F,97,185.0,Right
4715,Croatia,835678,Dominik Kotarski,G,1,188.0,Right
4715,Croatia,190419,Dominik Livaković,G,40,186.0,Right
4715,Croatia,943212,Ivor Pandur,G,1,187.0,Right
4715,Croatia,257091,Duje Ćaleta-Car,D,16,192.0,Right
4715,Croatia,927407,Josip Stanišić,D,44,186.0,Right
4715,Croatia,954836,Josip Šutalo,D,37,190.0,Right
4715,Croatia,964994,Joško Gvardiol,D,24,186.0,Left
4715,Croatia,1405212,Luka Vušković,D,44,193.0,Right
4715,Croatia,847467,Marin Pongračić,D,5,193.0,Right
4715,Croatia,789234,Martin Erlić,D,6,192.0,Right
4715,Croatia,38710,Ivan Perišić,M,5,187.0,Both
4715,Croatia,796206,Kristijan Jakić,M,17,181.0,Right
4715,Croatia,15466,Luka Modrić,M,14,173.0,Both
4715,Croatia,949156,Luka Sučić,M,24,185.0,Left
4715,Croatia,1066802,Marco Pašalić,M,87,177.0,Left
4715,Croatia,190437,Mario Pašalić,M,8,189.0,Right
4715,Croatia,1090019,Martin Baturina,M,20,172.0,Right
4715,Croatia,136710,Mateo Kovačić,M,8,178.0,Right
4715,Croatia,814882,Nikola Moro,M,6,182.0,Right
4715,Croatia,357596,Nikola Vlašić,M,10,178.0,Right
4715,Croatia,1091303,Petar Sučić,M,8,184.0,Right
4715,Croatia,916183,Toni Fruk,M,10,178.0,Left
4715,Croatia,67647,Andrej Kramarić,F,27,177.0,Right
4715,Croatia,37318,Ante Budimir,F,17,190.0,Left
4715,Croatia,1019321,Igor Matanović,F,31,197.0,Right
4715,Croatia,827668,Petar Musa,F,9,190.0,Right
55827,Curaçao,40859,Eloy Room,G,1,188.0,Right
55827,Curaçao,895013,Trevor Iriving Doornbusch,G,1,188.0,Right
55827,Curaçao,1049270,Tyrick Bodak,G,13,190.0,Right
55827,Curaçao,1004277,Ar'Jany Martha,D,11,180.0,Left
55827,Curaçao,825838,Armando Obispo,D,4,184.0,Left
55827,Curaçao,1177177,Deveron Fonville,D,24,178.0,Left
55827,Curaçao,296438,Joshua Brenet,D,30,181.0,Right
55827,Curaçao,884944,Jurien Gaari,D,3,181.0,Right
55827,Curaçao,1136642,Livano Comenencia,D,3,191.0,Right
55827,Curaçao,227196,Riechedly Bazoer,D,20,184.0,Right
55827,Curaçao,925930,Roshon van Eijma,D,3,186.0,Right
55827,Curaçao,803021,Sherel Constancio Floranus,D,2,181.0,Right
55827,Curaçao,916926,Shurandy Sambo,D,12,174.0,Right
55827,Curaçao,825849,Godfried Roemeratoe,M,6,178.0,Right
55827,Curaçao,1036004,Jearl Margaritha,M,17,181.0,Both
55827,Curaçao,1092638,Jeremy Antonisse,M,7,177.0,Right
55827,Curaçao,788971,Juninho Bacuna,M,4,178.0,Right
55827,Curaçao,796142,Kenji Gorré,M,11,177.0,Right
55827,Curaçao,896215,Kevin Felida,M,6,172.0,Right
55827,Curaçao,74545,Leandro Bacuna,M,8,187.0,Right
55827,Curaçao,825845,Tahith Chong,M,24,185.0,Left
55827,Curaçao,1469336,Tyrese Noslin,M,11,182.0,Left
55827,Curaçao,252885,Brandley Kuwas,F,10,181.0,Left
55827,Curaçao,798178,Gervane Kastaneer,F,9,189.0,Right
55827,Curaçao,97409,Jürgen Locadia,F,10,193.0,Right
55827,Curaçao,1199057,Sontje Hansen,F,27,172.0,Right
4714,Czechia,280601,Jindřich Staněk,G,36,192.0,Right
4714,Czechia,963744,Lukáš Horníček,G,1,194.0,Right
4714,Czechia,927366,Matěj Kovář,G,32,196.0,Right
4714,Czechia,1030711,David Jurásek,D,39,183.0,Left
4714,Czechia,963084,David Zima,D,4,190.0,Right
4714,Czechia,118204,Jaroslav Zelený,D,30,189.0,Left
4714,Czechia,856250,Ladislav Krejčí,D,37,191.0,Left
4714,Czechia,957615,Robin Hranáč,D,2,189.0,Right
4714,Czechia,151440,Tomáš Holeš,D,3,180.0,Right
4714,Czechia,138024,Vladimír Coufal,D,34,179.0,Right
4714,Czechia,1144329,Štěpán Chaloupek,D,2,190.0,Right
4714,Czechia,1403491,Alexandr Sojka,M,12,178.0,Left
4714,Czechia,891442,David Douděra,M,21,183.0,Right
4714,Czechia,1088727,Denis Višinský,M,9,178.0,Right
4714,Czechia,1931626,Hugo Sochurek,M,38,183.0,Right
4714,Czechia,952114,Lukáš Červ,M,6,182.0,
4714,Czechia,825731,Michal Sadílek,M,23,168.0,Left
4714,Czechia,799041,Tomáš Souček,M,28,192.0,Right
4714,Czechia,109002,Vladimír Darida,M,16,171.0,Right
4714,Czechia,963801,Adam Hložek,F,23,186.0,Right
4714,Czechia,824139,Jan Kuchta,F,10,184.0,Right
4714,Czechia,846122,Lukáš Provod,F,17,189.0,Left
4714,Czechia,826049,Mojmír Chytil,F,13,187.0,Right
4714,Czechia,280609,Patrik Schick,F,14,191.0,Left
4714,Czechia,957604,Pavel Šulc,F,10,177.0,Right
4714,Czechia,188307,Tomáš Chorý,F,25,199.0,Right
4768,Côte d'Ivoire,826201,Alban Lafont,G,40,195.0,Right
4768,Côte d'Ivoire,1131009,Mohamed Koné,G,30,186.0,Right
4768,Côte d'Ivoire,877977,Yahia Fofana,G,75,194.0,Right
4768,Côte d'Ivoire,858977,Christopher Operi,D,21,182.0,Left
4768,Côte d'Ivoire,1013842,Emmanuel Agbadou,D,12,192.0,Right
4768,Côte d'Ivoire,848287,Evan Ndicka,D,5,190.0,Left
4768,Côte d'Ivoire,831781,Ghislain Konan,D,3,176.0,Left
4768,Côte d'Ivoire,1002033,Guéla Doué,D,22,187.0,Right
4768,Côte d'Ivoire,973437,Odilon Kossounou,D,3,191.0,Right
4768,Côte d'Ivoire,1394342,Ousmane Diomande,D,26,190.0,Right
4768,Côte d'Ivoire,978285,Wilfried Singo,D,90,190.0,Right
4768,Côte d'Ivoire,971037,Amad Diallo,M,16,173.0,Left
4768,Côte d'Ivoire,1568123,Bazoumana Touré,M,29,175.0,Left
4768,Côte d'Ivoire,1888002,Christ Inao Oulaï,M,42,173.0,Right
4768,Côte d'Ivoire,359226,Franck Kessié,M,79,183.0,Right
4768,Côte d'Ivoire,843754,Ibrahim Sangaré,M,6,191.0,Right
4768,Côte d'Ivoire,305282,Jean Michaël Seri,M,14,168.0,Right
4768,Côte d'Ivoire,1030459,Parfait Guiagon,M,10,169.0,Right
4768,Côte d'Ivoire,191188,Seko Fofana,M,42,184.0,Both
4768,Côte d'Ivoire,1110842,Simon Adingra,M,24,175.0,Right
4768,Côte d'Ivoire,1086223,Ange-Yoan Bonny,F,14,189.0,Right
4768,Côte d'Ivoire,979315,Elye Wahi,F,11,180.0,Right
4768,Côte d'Ivoire,930245,Evann Guessand,F,29,185.0,Right
4768,Côte d'Ivoire,593526,Nicolas Pépé,F,19,183.0,Left
4768,Côte d'Ivoire,1188191,Oumar Diakité,F,10,181.0,Right
4768,Côte d'Ivoire,2087085,Yan Diomande,F,49,180.0,Right
4823,DR Congo,599192,Lionel Mpasi Nzau,G,77,182.0,Right
4823,DR Congo,1121943,Matthieu Epolo,G,1,185.0,Right
4823,DR Congo,927616,Timothy Fayulu,G,16,192.0,Right
4823,DR Congo,863653,Aaron Wan-Bissaka,D,29,183.0,Right
4823,DR Congo,174975,Arthur Masuaku,D,27,179.0,Left
4823,DR Congo,817979,Axel Tuanzebe,D,6,185.0,Right
4823,DR Congo,238612,Chancel Mbemba,D,18,182.0,Right
4823,DR Congo,352912,Dylan Batubinsika,D,28,184.0,Right
4823,DR Congo,991200,Gedeon Kalulu,D,2,176.0,Right
4823,DR Congo,354046,Joris Kayembe,D,18,180.0,Left
4823,DR Congo,1019957,Steve Kapuadi,D,53,196.0,Left
4823,DR Congo,353602,Aaron Tshibola,M,36,190.0,Right
4823,DR Congo,1160969,Brian Cipenga,M,16,169.0,Right
4823,DR Congo,758664,Charles Pickel,M,18,184.0,Right
4823,DR Congo,917305,Edo Kayembe,M,39,183.0,Left
4823,DR Congo,46387,Gaël Kakuta,M,5,174.0,Left
4823,DR Congo,963399,Nathanaël Mbuku,M,7,170.0,Left
4823,DR Congo,1391541,Ngal'ayel Mukau,M,17,188.0,Left
4823,DR Congo,1171539,Noah Sadiki,M,27,173.0,Right
4823,DR Congo,892624,Samuel Moutoussamy,M,92,178.0,Left
4823,DR Congo,344953,Théo Bongonda,M,77,177.0,Left
4823,DR Congo,115665,Cédric Bakambu,F,11,182.0,Right
4823,DR Congo,1007556,Fiston Mayele,F,9,185.0,Right
4823,DR Congo,862078,Meschak Elia,F,12,173.0,Right
4823,DR Congo,825945,Simon Banza,F,9,189.0,Right
4823,DR Congo,805123,Yoane Wissa,F,9,176.0,Right
4757,Ecuador,925484,Gonzalo Valle,G,1,185.0,Right
4757,Ecuador,588618,Hernán Galíndez,G,1,189.0,Right
4757,Ecuador,923237,Moisés Ramírez,G,99,185.0,Right
4757,Ecuador,881848,Félix Torres,D,4,187.0,Right
4757,Ecuador,978518,Jackson Porozo,D,12,192.0,Right
4757,Ecuador,1187275,Joel Ordóñez,D,4,188.0,Right
4757,Ecuador,1002837,Piero Hincapié,D,5,184.0,Left
4757,Ecuador,979480,Willian Pacho,D,51,187.0,Left
4757,Ecuador,1106546,Yaimar Medina,D,19,178.0,Left
4757,Ecuador,822729,Alan Franco,M,21,174.0,Right
4757,Ecuador,1145126,Denil Castillo,M,21,187.0,Right
4757,Ecuador,937937,Gonzalo Plata,M,19,178.0,Left
4757,Ecuador,925740,Jordy Alcivar,M,6,173.0,Right
4757,Ecuador,1464025,Kendry Páez,M,19,177.0,Left
4757,Ecuador,987650,Moisés Caicedo,M,25,178.0,Right
4757,Ecuador,1116571,Nilson Angulo,M,10,182.0,Right
4757,Ecuador,1002524,Pedro Vite,M,45,172.0,Left
4757,Ecuador,805465,Pervis Estupiñán,M,2,175.0,Left
4757,Ecuador,881844,Ángelo Preciado,M,23,178.0,Right
4757,Ecuador,1122552,Alan Minda,F,27,171.0,Right
4757,Ecuador,1020197,Anthony Valencia,F,14,175.0,Left
4757,Ecuador,106456,Enner Valencia,F,10,177.0,Right
4757,Ecuador,1464642,Jeremy Arevalo,F,32,180.0,Left
4757,Ecuador,879802,John Yeboah,F,10,170.0,Left
4757,Ecuador,804770,Jordy Caicedo,F,9,185.0,Right
4757,Ecuador,1431770,Kevin Rodriguez,F,13,190.0,Right
4758,Egypt,918547,Mahdi Soliman,G,37,189.0,Right
4758,Egypt,1980828,Mohamed Alaa,G,23,188.0,Right
4758,Egypt,871735,Mohamed El-Shenawy,G,1,191.0,Right
4758,Egypt,1048378,Mostafa Shobeir,G,31,185.0,Right
4758,Egypt,880622,Ahmed Fatouh,D,13,178.0,Left
4758,Egypt,1063327,Hossam Abdelmaguid,D,5,193.0,Right
4758,Egypt,577736,Karim Hafez,D,29,175.0,Left
4758,Egypt,926506,Mohamed Abdelmonem,D,5,183.0,Right
4758,Egypt,826545,Mohamed Hany,D,30,180.0,Right
4758,Egypt,295339,Rami Rabia,D,25,186.0,Right
4758,Egypt,1480544,Tarek Alaa,D,23,178.0,Right
4758,Egypt,333441,Yasser Ibrahim,D,6,185.0,Right
